Group	Words
70	londoniensibus lundoniensibus
71	coroborauit coroboraui
72	combustionem combustione
73	norwicenses norwicensis norwicense norwicensem
74	exhibebatur exhibebitur
75	comemorationum comemorationem
76	interdiximus interdicimus
77	quamplurimum quamplurium
78	westmonasteriensi westmonasteriensis
79	presentiarum presenciarum
80	protectionem protectione
81	seruienribus seruientibus
82	karleolensis karliolensis karleolensi
83	waxtunesam waxtunesham
84	obedientia obedientiam
85	stiuentona stiuentonam
86	clamuerunt clamauerunt
87	disaisierit desaisierit
88	incolumitati incolumitate
89	transuersum transuersus
90	cantuariensi cantuariensis
91	flesmangurestret flesmangerestret
92	sapientiores sapientiorem
93	wincestram wincestriam
94	obediencia obedienciam
95	asignatione signatione asignationem
96	rocingheham rocingeham
97	gloucestriam glocestriam gloucestria
98	tademartona tademarlona
99	contraditione contradictione
100	bracebrigge bracebrige
101	aliquantulo aliquantule
102	substantiis substanciis
103	wereldesend wereldesenda
104	confirmantis confirmatis confirmantes
105	concedendum concedendam
106	oxenefordiam oxenfordiam oxenafordiam oxnefordiam oxinefordiam oxonefordiam oxenefordia oxenefordam
107	wigresestrasia wigresestrasira
108	festiuitatem festiuitate
109	noruuicensi noruicensi noruuicensis
110	dampnatione dampnationem
111	reuerentiam reuerentia reuerenciam
112	septentrionalem septemtrionalem
113	constabulario conestabulario constabularie constabularii
114	salesberiensi saresberiensi salesbeniensi salesburiensi salesberiensis salesberensi
115	rationabiliter rationabititer irationabiliter rationabibiter
116	inpresionibus impresionibus
117	ciscestriensi cicestriensi
118	ueruntamen uerunptamen
119	districtioni districtione
120	cirecestre cirecestrie
121	testificando testificanda
122	perimplebit perimpleuit
123	restauratum restauratur
124	comprobabit comprobauit
125	dunelmense dunelmensem dunelmenses
126	disaisiantur disaisientur disaisiatur
127	andegauensi andegauensis andegauensie
128	requirebant requirebat
129	quietatione quietationem quietationes
130	niewecirce niewecierce
131	imperpetuum imperpetuam inperpetuum
132	compatientes compacientes
133	hundredarum hundredorum
134	cantebriggscira cantebrigscira cantebriggescira
135	conuertantur conuertatur conuertentur
136	pontificiali pontificali
137	amundernes anmundernes
138	subiectionem subiectione
139	tempestate tempestates
140	dirationare dirationase dirationate
141	constituendi constituendo
142	lincolnienses lincolienses lincolniensem lincolniensis lincolneenses lincolniense
143	obligationem obligatione
144	cognoscendam cognoscenda cognoscendum cognoscendem
145	quieteclamauerunt quietclamauerunt
146	quocienscunque quotienscunque quocienscumque
147	donecastriam danecastriam
148	disciplina disciplinam
149	plenitudinem plenitudine
150	arcidiaconum arcidiaconem arcidiaconus
151	cerleberia cerleberiam
152	recognoscere recognosceret
153	pictauiensi pictauensi pictauiensis
154	walingeforde walingeford walingforde
155	windelesores windlesores windelesore windeleshores windelsores
156	respondent respondeant
157	permanerent permaneret
158	ministrantes ministrantem ministrantis ministrante
159	custodiendis custodiendos
160	obseruantiam obseruantia
161	supramemoratas supramemoratis supramemorata supramemoratam
162	promiserat promiserant
163	deseruient derseruient
164	conscriptionem conscriptione
165	gutmundela gutmundelai
166	uicearcidiaconi uicearcidiacono
167	tranquilitatis tranquilitati
168	londoniensem lundoniensem londonienses
169	portmanmot portmanimot
170	mainilhermer maisnilhermer
171	sanctitatis sanctitati
172	rouecestriam rouecestram rouecestria
173	recepistis precepistis
174	extremitati extremitate
175	uicecomitibus uicecomitibis
176	alegationes alegationis
177	cokerington cokeringtona kokerington
178	kiluingholm kilingholm kilwingholm
179	consecrationis consecrationi consecrationes
180	confirmauerit confirmauerat confirmauerim
181	calumpniatori calumpniator
182	coruisariis coruesariis
183	rauenestorpe rauenestorp
184	regulariter iregulariter
185	fideiusorem fideiusores
186	humframuil humframuile
187	contenderant contendebant
188	bardesleiam barnesleiam
189	cancelariuo cancelarius cancelario cancelarium
190	obseruanda obseruandam
191	serberiensis sereberiensis seriberiensis
192	rouecestrensis roucestrensis rouecestrensi rouercestrensis
193	comonentes componentes
194	rouecestrie rouecestria rouecestre
195	bertolomeum bartolomeum bertolomeus
196	windesoram windeshoram windlesoram windresoram
197	suscipiendum suscipiendam
198	uenditionem uenditione uenditiones
199	staldingburga staldingbura
200	alienationem alienationes
201	quietaclamancia quietaclamantia
202	sempingham sempringham semplingham
203	transfretauit transfretaui
204	cnaresburg cnaresburgo
205	eclesiastico eclesiastica eclesiastici eclesiastice
206	cristescerce cristescurce cristescirce
207	conuentionaui conuentionauit
208	lincolescire lincolenscire lincolescira lincolnscire lincolnescire
209	afidauerant afidauerunt
210	uicecomitatus uicecomitatu uicecomitatum
211	seruentibus seruientibus sequentibus seruantibus
212	excambione excambionem
213	experientia experientiam
214	preminemus premineamus
215	debilitates debilitatis debilitatem
216	iherosolimitanis ierosolimitanis
217	eadwardestun eadwardestune eadwardestuna
218	wirecestrensi wirecestrensis
219	norhantonam nortantonam norhamtonam
220	transfretatione transfretationem
221	celebrationis celebrationi
222	broceherst brocehersta
223	consecratis consecrati consecratus consecratio
224	glecestrie glecestorie glencestrie
225	peruenerit peruenerint
226	salopesberiam salopesberia
227	acquietarem acquietare adquietarem
228	saresberiensis saresberiensi sabesberiensis saresburiensis sarisberiensis saresbiriensis seresberiensis salesberiensis
229	intentione intentionem
230	presentationi presentatione presentationis
231	huntingfeud huntingefeud
232	dispensatoris dispensatori
233	examinationem examinatione
234	contradictio contradicto
235	superadidit superadidi
236	infangenestef infangenetef
237	atestatione atestationes atestationem
238	subscriptorum subscriptarum
239	sacrosancte sacrosancta sacrosancto
240	recuperabit recuperauit
241	heldebrandi heldeberandi
242	comprehensum comprehensam
243	necligenciam necligencia
244	nequiuerint nequiuerit
245	cildecompton cildecumpton
246	uicecomiti uicecomitis
247	honorabilem honorabiles honorabile
248	presentandos presentandus presentandas
249	episcopatibus episcopalibus
250	comferuntur conferuntur
251	conscriptum conscriptam
252	extramitantur extramitatur
253	mercenarios mercenario mercenarius
254	gislebertum gislebertus gilebertum gislbertum
255	conseruationem conseruatione
256	infangheneteof infanghenteof infangueneteof infangneneteof infangeneteof
257	quarentenas quarantenas quarentenis
258	conquerebantur conquerebatur
259	ernulfiberie ernulfiberia
260	ierosolime hierosolime
261	turstaineswater turstainewater
262	construende construenda construendi
263	recongnitione recongnitionem recognitione
264	exequeremur exsequeremur exequeretur
265	adquietauit adquietabit acquietauit
266	conseruabit conseruauit
267	guarantizabo gwarantizabo
268	institutioni institutionis institutione
269	consueuerat consueuerant consueuerit
270	wintonensi wintoniensi
271	warentandum waretandum
272	inteligantur inteligatur
273	participationem participatione
274	aisiamentis asiamentis aisimentis aisamentis eisiamentis
275	qualicumque qualiscumque
276	contemplatione contemplationi
277	serdintonam erdintonam scerdintonam
278	exceptionem exceptiones exceptione
279	anuntiationis anunciationis
280	sumonitione sumonitiones sumonitionem submonitione
281	wesmonasterium westmonasterium
282	sudwicensem sudwiciensem
283	sempiternam sempiterna sempiternum
284	roucestria rouecestria
285	cantuariensius cantuariensis cantuariensium
286	conciderunt concederunt
287	necesitates necesitate necesitatem
288	excambiauit escambiauit
289	lantoniensi lantoniensis
290	benediximus benedicimus
291	construendum construendam
292	consenciente consentiente
293	iustriciariis iusticiariis
294	cridiatona cridiatonam
295	celsitudini celsitudine
296	presbitero presbiteros
297	releuationes releuatione
298	apelationum apelationem
299	postulabant postulabat
300	bristelmestuna britelmestuna
301	conuenerunt conuenerant conuenerint
302	salesboriensis salesbiriensis salesberiensis
303	asumptionem asumptione
304	conceserant conceserunt conceserint conceserat
305	sebrictesworde sabrictesworde
306	residentiam residentia residenciam residentium
307	consuetudinibus consuetudininbus
308	patentibus patientibus
309	leecestrensis lecestrensis
310	huntendonscira huntedonscira huntendonescira
311	excresceret excrescere
312	wigorniens wigorniensi
313	construxerit construxerat
314	competentia competenti
315	confesionibus concesionibus
316	concesiset concesisent
317	apostolica apostolicas apostolicam
318	perueniente peruenient
319	sustentationem sustentatione
320	uicecomitatuum uicecomitatum
321	satisfaceret satisfacere
322	gloucestresira gloucestresire
323	dirationcinatum diratiocinatum
324	constituens constituent
325	hinfangenetof hinfangeneteof
326	confirmationes confirmationem confirmatione confirmationis
327	glaucestrie gloucestrie
328	fleminefirmte flemenefirmte
329	extenduntur extendantur
330	arcideacono arcidiacono
331	ascribendum scribendum
332	ikelingtona kelingtona
333	leecestrie lerecestrie leercestrie
334	estdepinga westdepinga
335	hertlebiri hertlebiria
336	burleiestan burleistan
337	presumerent presumeret
338	scropesberia scrobesberia
339	cliuelandam cliuelanda
340	mancipatur mancipantur
341	westmonasterio westmonasterii westimonasterio
342	renuntiauit renunciauit renuntiaui denuntiauit
343	percepturis percepturus percepturos
344	pertinencia pertinentia
345	cirencestrie cirecestrie cirencestria
346	tancariuila tancaruila tancarduila tancardiuila
347	meresfeldam meresfelda
348	stanfordam stanfordiam
349	relaxauerunt relaxauerint
350	suficientem suficienter
351	persoluantur persoluentur persoluatur
352	coroborandum coroborandam
353	aprobauimus probauimus
354	concedenda concedendam concedendas
355	salesbiriis salesbirias
356	warantizandam warantizandum warantizanda
357	eueshamensis eueshamensi
358	contulerunt contulerint
359	wasingeham walsingeham
360	liberationi liberationis liberatione
361	bermundeseiam bermundeseia beremundeseiam
362	sabrictesword sabricteswrd sabrictesworde
363	dunstanuila dunstonuila dunstaunuila dunstanuile dunestanuila dustanuila dunstanuil
364	forifactum forisfactum
365	herefordesir herefordesira
366	danecastrum lanecastrum
367	herfordensis herfordiensis herfordensi herifordensis herefordensis
368	equitatione equitationem
369	translationem translatione
370	stadfordscira stafordscira
371	hundemanbi hundemanebi
372	warantizare warantizari warantizaret warentizare gwarantizare
373	subiectioni subiectione subiectionis
374	exhibuistis exibuistis
375	deliberauit deliberaui
376	rouecestra rouecestram rouecestria
377	transgresionem transgresione transgresionum
378	suplicantes suplicante
379	kirkesteda kirkestedam
380	knotingleie knotinglei
381	cisterciensi cistercensi cisterciensis
382	quietanciam quietantiam quietancia quietancias
383	notingheham notingeham
384	impedimenta impedimento impedimente
385	confidentes confidenter
386	arciepiscopum arciepiscopus
387	testificandum testificandam
388	adquisitiones adquisitionem
389	probauerit probauerint
390	probationem probatione probationes
391	esterlingorum esterlinghorum sterlingorum esterlinggorum
392	disrationauerunt dirationauerunt
393	guarenboluila guarenboluil
394	cognouerint cognouerit cognouerunt
395	compositioni compositionis compositione
396	dorcacestria dorcecestria
397	decreuerint decreuerunt decreuerit
398	procurator procuratore procuratori
399	restituendis restituendi
400	bleicestonam blecestonam
401	credentibus redentibus
402	operatione operationes operationem
403	walingford walingeford walingforde
404	consuetudinem consuetudines consuetudine consuetudinum
405	apostolorum apostlorum aposolorum
406	receserunt preceserunt
407	confirmabit confirmauit
408	inotescere inotesceret
409	bangorensi bangorensis bangornensi
410	snitenesfelt snitenefelt
411	constitutum constitutus constitutam
412	arcidiacano arcidiacono
413	brokesborne brokesburne
414	seresburiensi saresburiensi seresberiensi
415	penitentiam penitentias penitenciam penitentia
416	tradiderat tradiderant
417	testificante testificant
418	sacratisimo sacratisime
419	sepeliendis sepeliendi sepeliendos
420	descendentes decendentes
421	hereditariam hereditarium hereditaria
422	silamestede silamstede
423	desiderauit desideraui
424	hauecestuna hauecestune
425	mercatoriis mercatoris
426	wandregisili wandregisilis
427	andegauorum andecauorum
428	subscriptas subscriptam subscriptis subscripta subscriptos
429	scilingford scilingeford shilingford
430	aniuersaria aniuersarii aniuersario
431	glowecestriensi glowcestriensi glouecestriensi
432	forisfactura forisfacturam forisfacturi forisfacture
433	proposuerant proposuerint proposuerunt
434	redeuntibus redentibus
435	malignantis malignanti
436	sumonitionis sumonitiones
437	sprengehose sprenghose
438	renunciauerunt renuntiauerunt
439	adiudicatum adiudicatam
440	deforciant deforciante
441	teoduualdus teoduuoldus
442	norhamptonau norhamptonam
443	exsecutioni executioni
444	nortamanorum nortmanorum
445	asmonderbi aismonderbi
446	cirecestria cirecestrie wirecestria cirencestria circestria
447	condempnatus condempnamus
448	suprascripte suprascripta suprascripto suprascripti
449	recordatur recordantur
450	asignauimus asignabimus signauimus
451	protestatus protestatum protestatur
452	herfordiam herefordiam
453	consencientibus consentientibus consensientibus
454	sceftesberia sheftesberia
455	dispensator dispensatori dispensatore
456	castelforde castelford
457	cantebrigiam cantebrugiam
458	prenominatorum prenominatarum
459	pertinencibus pertinentibus
460	incolumitatem incolumitate
461	pitumistre pituminstre
462	gemeticensis gemeticensi
463	latisaquensi latisaquensis latisaquense
464	procuratorem procuratorum procuratore procuratores
465	acquietabit adquietabit acquietauit aquietabit
466	acquietationem adquietationem aquietationem acquietatione
467	aduersarios aduersarius aduersariis
468	repetitione repetitioni
469	confirmaret confirmare confirmaset confirmarem
470	cicestreusi cicestrensi
471	walengefort walengefor walengeford
472	rieualensem rieualenses
473	misericordie misericordia
474	oxenefordie oxeneforde oxonefordie oxenefordia oxinefordie oxenfordie
475	terminentur terminetur
476	responderint responderunt
477	egritudine egritudinem
478	constantiens constantiensi constantien
479	despensarii despensario dispensarii
480	propriique propriisque
481	colecestra colecestria
482	afiduciauit afiduciaui
483	hwelpestanes welpestanes
484	meneuuensis meneuensis meneuiensis
485	confirmarunt confirmabunt
486	begmenister begminister
487	eboracisiria eboracsiria eboracisira
488	resignauit resingnauit
489	comunitati comunitatis
490	forestagium forestarium
491	ratihabitionem ratihabitione
492	saresbiria saresbirias
493	glocestrensis glecestrensis
494	ilibatamque ilibatumque ilibataque
495	mortuomari mortuomaris
496	constructam constructum constructa
497	estmolendinum westmolendinum
498	wigornensibus wigorniensibus
499	wirecestra wireceastra wigrecestra wirecestria wirecestram
500	basingburne basingeburne
501	iamdictorum iamdictarum
502	susceperint susceperit susceperant susceperunt
503	resistentes resistente
504	caructatas caructataas
505	deliberationem deliberationes deliberatione
506	promisionis prouisionis
507	conseruandas conseruandam
508	interpositam interpositas interposita interponitam
509	decemnouenalis decemnouenali
510	constituebat constituerat
511	dorkecestria dorcecestria dorkecestrie dorkcestria
512	arcidiaconos arcidiaconis arcidiacono arcidiaconus
513	benefitium benefitioum
514	iusticiarios iusticiariis iusticiarius iusticiario iustitiarios
515	pertinebunt pertinebant
516	confesione confesiones confesionem
517	fortelmeton fortelmetun
518	wincecumbensis wincelcumbensis
519	penitencia penitenciam
520	resignauerit resignauerat
521	ministrauit ministrabit
522	antecesorum anticesorum
523	procesionem procesione procesiones profesionem
524	confirmauerant confirmauerat confirmauerunt
525	pictauensis pictauencis pictauensi pictauiensis
526	transgresus transgresum
527	malmesberia malmesberias malmesberie malmesburia
528	lundoniensis lundonensis londoniensis lundoniensi
529	obseruandum obseruandam
530	imperatore imperatorem
531	instauramenti instauramento instauramenta
532	wigorniensis wigornensis wigorniensi wigornienses
533	aquilonarem aquilonalem
534	contentionis conuentionis contentiones
535	senescalcia senescaucia senescancia
536	fontanelensem fontanelense
537	ascentionis ascensionis
538	proposuerit proposuerint
539	principalis principali principales
540	tankardiuila tancardiuila
541	recipiuntur recipiantur recipientur
542	autoritatem auctoritatem autoritate
543	iniquitati iniquitatis
544	adiudicata adiudicatam
545	regredientur egredientur
546	recongnoui recongnouit
547	conferentur conferetur conferuntur
548	windelshora windeleshora
549	episcopatui episcopatu episcopatum episcopatus
550	inconcusamque inconcusumque inconcusaque
551	famulantum famulantium
552	resignauimus designauimus
553	bermundesia bermundesie bermundeseia
554	constituerim constituerit
555	huntondonie huntendonie huntindonie
556	multiplicat multiplicata
557	warentizabimus garentizabimus warantizabimus
558	hardingstor hardinstor
559	windlesora windlesoram windlesoras windleshora
560	norewicensi norwicensi norewicensis
561	norhampton norhtampton
562	beniuolentia beniuolentiam
563	colecestre colecestrie colecestren
564	sepeliatur sepeliantur
565	prescriptus prescriptum prescriptis prescriptos prescriptas
566	satisfationem satisfactionem
567	antecesores antecesoris antecesore
568	celebrentur celebretur
569	adiacentiis adiacenciis adiacentis
570	kelinglaiam kelingleiam
571	rectitudine rectitudines rectitudinem
572	bridlington bredlington bridlingtona bridlinton bridelington
573	stafordesire stafordsire
574	instituimus iustituimus
575	meinilgarin meinilwarin
576	cristeshalam cristeshala
577	excomunicationem excomunicatione
578	euuangeliis euangeliis
579	recognitiones recognitione recognitionis recognitionem
580	excomunicati excomunicari
581	instauratione instaurationem
582	firmauerunt firmauerant afirmauerunt
583	huntedonescira huntedonscira huntedonescire huntendonescira
584	warewicasira warewicesira
585	determinat determinate determinati determinant
586	custodiendum custodiendam
587	consanguinei consanguineis
588	prosequenti prosequendi
589	cognominatur cognominatus
590	salopsiria salopesiria
591	wigorniensem wigornensem wigornienses
592	redemptione redemptionem
593	incipiente incipientes
594	atemptarent temptarent
595	reseruetur reseruentur
596	contradicere contradiceret
597	exhibituros exhibiturus
598	constitutioni constitutionis
599	subscriptiones subscriptione subscriptionem
600	satisfaciam satisfaciat
601	principalem principales principale
602	cognitione cognitionem
603	wlencemere wlencesmere
604	constabularius conestabularius constabularium constabulariis
605	perceptionem perceptione
606	nobiliacensi nobiliacensis
607	iustitiario iusticiario iustitiarios
608	comonitioni comonitione
609	benedictione benedictionem
610	eboraciscira eboraciscire eboracscira eboracisira
611	mantenebit manutenebit
612	subsequuntur subsequntur subsequentur
613	lincolniescira lincolniascira lincolnescira
614	quietclamauit quieteclamauit
615	precipiatis precipistis recipiatis
616	cantebrugiescira cantebruggescira
617	stalingburg staningburg
618	honorabilius honorabiius
619	excusatione excusationem
620	daringtona dartingtona dardingtona
621	euangeliorum ewangeliorum
622	ierosolima ierosolimam
623	solemnitatem solemnitate solempnitatem
624	constituuntur constituantur constituentur
625	instituebat instituerat
626	lanstauetona lanstaueton lanstauatona lanstauetone
627	congregationis congregationi
628	resipuerint resipuerit
629	contumeliam contumelia contumelias
630	conestabularii conestabulario constabularii
631	nortumberlanda nortumberland nortumberlandia
632	prenominatas prenominata prenominatus prenominatos prenominatis prenominatam
633	temptauerit atemptauerit temptauerint
634	persoluendum persoluendam
635	inhabitandum inhabitandam
636	procederent procederet
637	inspectionem inspectione
638	incarnationem incarnatione incarnationes
639	arcidiaconatus arcidiaconatum arcidiaconatu
640	maledictionem maledictiones
641	fauorabilius fauorabilis
642	consolationem consolatione
643	windreshora windreshore windleshora
644	intendebat intendebant
645	conquisiui conquisiuit
646	cortilagiis curtilagiis
647	candelarum candelabrum
648	conestabuli conestabulis conestabulo constabuli
649	carlolensi carloliensi carleolensi carlolensis carliolensi
650	skitfletdic skitfledic
651	celebrarent celebrauent
652	glecestriensis glecestriensi glecestrensis
653	uerumtamen uerumptamen
654	presentique presentisque
655	aumodesbiriam aumodesbiria
656	iustificet iustificent
657	estburcedune estburcedun
658	barnsleiam barnesleiam
659	sanctimonialis sanctimoniales sanctimoniali
660	bermundeseie bermundesie bermundeseia
661	aldermanesberia aldermanesberi
662	huntingefeld huntingefeud
663	comfortauerint confortauerint
664	primogenite primogenito primogenita primogeniti
665	garantizabimus gwarantizabimus guarantizabimus garentizabimus warantizabimus
666	terminandis terminandi terminandas
667	constituiset constituise
668	precidente prescidente
669	cognoscebant cognoscebat
670	largitioni largitionis
671	subscripsi subscripsit
672	emendatione emendationem emendationes
673	testificans testificant
674	tesaurariam tesaurarium tesauraria
675	prouiderunt prouidebunt prouiderint
676	landstaueton lanstaueton
677	abrincensi abrincensis
678	sacramenti sacramentis
679	disentionem disensionem
680	couentriensem couentrensem
681	ceterarumque ceterorumque
682	promisione promisionem
683	incarnatioms incarnations incarnatiomis
684	pronominate prenominate
685	iurisdictione iurisdictioni iurisdictionem
686	circumiacente circumiacenti circumiacentem
687	cantebrige cantebrigge cantebrigie
688	pertinuerit pertinuerint
689	guarentizabit guarantizabit
690	salopesberiensis salopesberiensi
691	ramesensis ramesiensis
692	portesmudam portesmundam portesmuam
693	cunstantiis constantiis
694	luxouiensis lexouiensis luxouiensi
695	uindicabitur uendicabitur
696	infongenetef infangenetef infongkenetef infongentef infongeneteof
697	apendentibus pendentibus
698	couentrenci couentrensi
699	asignauerunt signauerunt asignauerint
700	huntedonscire huntedonscira huntedonescire
701	recompensatione recompensationem
702	humfraiuile humfrauile humframuile
703	restituerem restitueret
704	altitudinem altitudine
705	presentase presentaset
706	gatredeopa gatredehopa
707	procesionibus profesionibus
708	heremitorium heremitorum hermitorium
709	sepenominatam sepenominata sepenominatum
710	constantiensis constantiensi constantientis constanciensis
711	salesbiriense salesbiriensem
712	exprimendam exprimendas exprimenda exprimendum
713	beuerlacensi beuerlacensis
714	conuertenda conuertendas conuertendam
715	linconiensi lincoliensi lincolniensi linconiensis lincoiniensi
716	tempestatis tempestati tempestates
717	constitutos constitutes constitutis constitutas constitutus constituto
718	warantizabo gwarantizabo warentizabo
719	infangetef infangentef infangnetef infangeteof
720	conseserunt conceserunt consenserunt
721	quadragesime quadragesimo quadragesima
722	confirmatum confirmatus confirmatur confirmatam
723	celebrante celebrantes
724	destitueretur restitueretur
725	carleoliensi carloliensi carleolensi
726	legcestrensi legrcestrensi lecestrensi
727	respondebit respondebat
728	eleemosinas elemosinas eleemosinam
729	gauilekindam gauilekendam
730	pontificati pontificali
731	teokesburie teokesburia teokesberie teokesbirie
732	gospatrici gospatricii
733	pentcosten pentecosten
734	comfirmatur confirmatur
735	uicecomites uicecomitem uicecomite uicecomitis
736	fauorabiles fauorabilis fauorabilem
737	calumpniari calumpniati
738	adquietabimus acquietabimus aquietabimus adquietauimus
739	dilectionis dilectioni
740	goldinggeham goldingeham
741	decimationes decimationis decimatione decimationem
742	falconarius falconarium falsonarius
743	adelingtona edelingtona adelingtone
744	obstruxerant obstruxerat
745	intercepti interceptis
746	duntesburna duntesburne
747	ilustrisimi ilustrisimo
748	supradictis supradictus supradicti supradictas supradictos
749	arcipiscopus arciepiscopus
750	filgelingam figelingam
751	dirationauimus disrationauimus
752	nortamtoniam nortamtonam norhamtoniam
753	dominicatum dominicarum dominicatus
754	consanguineus consanguineos consanguineis consanguineum
755	warwicscira warwicsira warewicscira
756	prouideatis prouidentis
757	restituantur restituuntur restituatur
758	sucesoribis sucesoribus
759	presentabit presentauit
760	infangteof infangeteof
761	infracturam infractura
762	querimonia querimoniam
763	inestimabilia inestimabilis
764	intemperies intemperiem
765	salopescira scalopescira
766	pontificatum pontificatus
767	afirmationem afirmatione
768	cantuarienses cantuariensem cantuariensis
769	consuluimus consulimus consueuimus
770	glecestrescira glucestrescira glecestrescire glecestresira glecestrascira
771	hospitandum ospitandum
772	rouuecestria rouecestria
773	restaurandam restaurandum restaurandas
774	recuperauerit recuperauerint recuperauerat
775	patrimonium matrimonium
776	seruentium seruientium
777	riaualensis rieualensis
778	stanfordia stanfordiam
779	autoritatis auctoritatis
780	windesoris windresoris
781	diligenciam diligencia diligentiam
782	antiquioris antiquiores
783	refectione refectionem
784	imortalitatis inmortalitatis
785	persoluise persoluiset
786	competenter competentes
787	oxoneforde oxonefordie
788	nortumbreland nortumbrelanda
789	normanorum normanorium nortmanorum
790	promotioni promotionis
791	apostolicum apostolicam
792	premonstratensis premonstratensi
793	considerationem consideratione
794	edificandam edificandum edificandas
795	esartandum exsartandum
796	camberleng camberlengo
797	comprehendimus conprehendimus
798	recognouerat recognouerit
799	londeniensis londiniensis londoniensis
800	flandrencis flandrensis
801	perpetuitate perpetuitatem
802	perseuerent perseueret
803	confirmantur confirmatur
804	sacrilegiis sacrilegii sacrilegis
805	walinforde walingforde
806	uindocinensi uindocinensis uindocinense
807	piscationem piscationes
808	discretione discretioni discretionem
809	recipietur recipientur
810	tademertune tademartune
811	renuntiationis renuntiationi
812	clarebaldo clarembaldo
813	condempnauit condemnauit
814	admensurati admensuraui
815	manifestis manifestius
816	contineatur contineantur continetur continebatur continentur continuatur
817	euaungeliis euangeliis
818	sutdministre sudministre
819	forisfactis forisfactus forisfacti
820	forestarios forestarius forestario forestariis
821	imperatricem imperatrice
822	reliquarum reliquiarum
823	distribuendam distribuendas distribuenda
824	quietumclamauit quietumclamaui
825	salisburiensi sarisburiensi salesburiensi
826	wentoniensis wentoniensi wintoniensis
827	wandregisilum wandregisilem wandregisilus
828	aduersarium aduersarius
829	brelintona bredlintona
830	iusticariis iusticiariis iustiariis
831	saribiriensi sarisbiriensi
832	construerem construere
833	neglexerit neglexerint
834	beltesfordia beltesfordie
835	dantesburne dantesborne duntesburne
836	precedentis precedenti
837	infidelitatem infidelitate
838	disturbare disturbaret
839	resaisiantur rescisiantur resaisiatur
840	ingulnestorp inguluestorp
841	warewiscira warewicscira
842	blacaburna blacaburnam
843	gloucestra glouecestra gloucestria
844	hospitalarios hospitalariis
845	hermitagium heremitagium
846	elemosinarie elemosinaria elemosinario elemosinarii
847	inconuulsas inconuulsa inconuulsam
848	garantizamus warantizamus
849	sanctimonialium sanctimonalium
850	oxeneforda oxenefordia oxenefordam
851	conscesione concesione
852	normanuila normaniuila
853	calumpnias calumpnians
854	transmarinos transmarinis
855	percipiendo percipienda percipiendos
856	quitaclamatione quietaclamatione
857	watamstede watamestede
858	edroicensis ebroicensis
859	constituatur constituitur constituantur
860	wincelecumbe wincelcumbe
861	persoluendis persoluendos persoluendas persoluendi
862	kinewaldgraue kinewaldgraues
863	indulgenciam indulgentiam
864	diremptionem direptionem
865	autenticorum auctenticorum
866	denunciamus denuntiamus
867	consentanium consentaneum
868	munificentie munificentia munificencie
869	bimanescoug bimanescouge
870	presbiteri presbiterii presbiteris
871	persoluende persoluendo persoluenda persoluendi
872	precationem precatione
873	indempnitate indempnitati indempnitatem
874	comprehensa comprehensam
875	aquietauimus aquietabimus adquietauimus
876	herefordia herefordiam
877	eborascensium eboracensium
878	continencie continencia continentie
879	suggestiones suggestione
880	requireret requirerent
881	damnationis dampnationis
882	prelationes prelationis
883	suscipientes suscipiente
884	contentionibus conuentionibus
