Group,Words
209,parisiensibus parisiensinbus
210,conuentionis conuentiones contentionis conuentioni concentionis cenuentionis
211,concesionis concesiones concesioni concessionis confesionis concesioinis concesionus
212,obuentiones ouentiones obuentionem obuentione
213,misericorditer mesericorditer imisericorditer
214,exoniensis exsoniensis
215,compositionis compositioni compositiones conpositionis composicionis oompositionis
216,executores cexecutores exsecutores
217,defunctorum defunctorem
218,orationibus rationibus ortationibus
219,inconcusum inconcussum
220,aniuersarium aniuersarius anniuersarium aniuersariam aniuersorium
221,consecrationis consecrationes consecrationi consecracionis
222,camerarius camberarius
223,cluniacensem cluniacenses cluniacense clugniacensem
224,astantibus adstantibus
225,burgensibus burgencibus burgensibis
226,dificultate difficultate dificultatem dificulatate difcultate
227,consentientibus consencientibus consensientibus consentientibust consientientibus
228,dinoscitur dignoscitur disnoscitur
229,sustinebit sustinebint substinebit
230,exceptioni exceptionis
231,amicabiliter amiabiliter amicabliter
232,sacrosanctis sacrosancti sacrosanctas sancrosanctis sacrasanctis sacrosantis
233,necesitate necesitatem necesitates necessitate
234,persoluent persoluente
235,tenebuntur tenenbuntur
236,cabilonensis cabilonensi kabilonensis cabilonenses cabilionensis
237,nuncupatur nuncupantur
238,arcipresbiter arcipresbiteri arcipresbitero arcipresbitere
239,quatuordecim quatordecim quatuordecimo
240,contumaciam contumacia contumacias contumatiam
241,lingonensis lingonensi lingonenses linguonensis linconensis lingoniensis
242,confirmavi confirmavit
243,suficienter suficientem suficientes sufitienter suficiente sufficienter sificienter
244,episcopatus episcopatu episcopatum episcopatui episcopalus episcopatis
245,eclesiasticam eclesiastica eclesiasticum eclesiasticas ecclesiasticam clesiasticam
246,portionibus partionibus
247,episcopalibus episcopatibus
248,excelentia excelentiam excellentia
249,redemptione redemptionem redempcione reemptione redemtione redemptiones retemptione
250,tenentibus tendentibus
251,uenditionis uenditiones uenditioni uinditionis
252,posidendas possidendas
253,apenditiis appenditiis aprenditiis
254,precentore precentorem precentorie precentores
255,wintoniensis wintoniensi wintaniensis wyntoniensis wiltoniensis wuintoniensis wintonienses wentoniensis uintoniensis
256,competenter competentem competentes competente conpetenter competentur
257,uertebatur uertebantur
258,constituimus constituemus constitimus constitumus constituimur
259,testamentum testamenum
260,herefordensis herefordensi herfordensis herefordiensis herifordensis herefordenses
261,temptauerit temptaverit atemptauerit temptauerint temtauerit temptagerit temptaberit
262,aliquatenus aliquatinus aliquateus
263,benefitium benefitioum
264,seruientium seruientum servientium seruiencium seruentium seuientium
265,confirmare confirmaret confirmarem
266,prenominato prenominati prenominata prenominate prenominatos prenominatio prenominat
267,quitauerunt quictauerunt quitauerant quitauerint quietauerunt
268,warantizare garantizare warentizare warantizaret warantizari warantizase gwarantizare
269,gilebertus gislebertus glilebertus
270,obseruanda obseruandam obseruandas
271,prescripta prescriptam prescriptas
272,quandocumque quandocunque quantocumque
273,presbiterum presbiterium prebiterum presibiterum presbiteium prcsbiterum presbiterem
274,cuiuscumque cuiuscunque cujuscumque cuiscumque
275,interfuerunt interfuerint interfuerant
276,constabulario constabularii constabularios conestabulario constabularie constabelario canstabulario constabulari
277,normanorum nortmanorum normannorum normanorium
278,prouenientibus provenientibus prouienientibus prouenientius preuenientibus
279,dunelmensis dunelmensi dunolmensis dunelmenses dunelmiensis dunhelmensis duneimensis
280,recordationis recordationi
281,godefridus godelfridus
282,reuertetur reuertentur
283,iurisdictioni iurisdictione iurisdictionis iuridictioni iurisditioni
284,cirograpum cirographum cirograpium
285,confirmauerunt confirmaverunt confirmauerint confirmauerant
286,tradiderunt tradiderint tradiderant
287,requisitionem requisitione requisitiones
288,subscripta subscriptas subscriptam
289,consignaui consignauit
290,sanctimonialibus sanctimonalibus
291,satisfaciendum satisfatiendum
292,confectionis confectioni confetionis
293,confirmata confirmatam confirmatas
294,derelinquat derelinquant derelinquit derelinquet derelinquam
295,antecesoribus antecessoribus antesesoribus
296,diminutione diminutionem diminuatione diminutone diminutioni
297,apelatione apelationem apelationes
298,distringere distringeret destringere
299,spiritualibus spiritalibus spiritualibis aspiritualibus
300,existentibus existencibus
301,deuotionis deuotiuonis
302,rationabili rationabile rationabilis rationabilia irationabili
303,penitentia penitentiam poenitentia penitentias penitientia
304,tesaurarius tesaurarium tesaurariis tesaurarios thesaurarius teshaurarius
305,liberaliter liberalite literaliter
306,iusticiario iusticiarii iusticiarios iustitiario iusticiari iusticiaris iusticario iusticiarie
307,euangeliste ewangeliste euuangeliste euangelista euaungeliste evangeliste euangliste
308,asignauimus signauimus asignabimus asingnauimus adsignauimus asigoauimus
309,priuilegium privilegium priuiliegium
310,presentabunt presentarunt presentabant
311,quitationem quitatione quietationem equitationem quictationem quitationes quitationum
312,inquisitionem inquisitione inquisitiones inquisitionum
313,instrumenta instrumento instrumenti instruments
314,pertinentia pertinentis pertinencia pertinenti pertinentias pertinentie pertinentiam
315,matisconensis matisconensi matisconenses mastisconensis matisgonensis
316,perseuerare perseuerase perseueraret perseverare perseuerarem
317,atestatione atestationes atestationem attestatione atestationi testatione
318,exigentibus eligentibus
319,unanimiter unianimiter
320,inpresione inpresionem inpressione inprestione inpresiones
321,quarterium quarterinum
322,buticularii buticulario bucticularii buticlarii buticalarii buticulari buticularia
323,interueniente interuenientem interveniente interuenientes
324,siluanectensis siluanectensi siluanetensis siluanectenses siluatectensis
325,corroboraui coroboraui corroboravi corroborari conroboraui corroborabi
326,priuilegiis priuilegii privilegiis preuilegiis
327,prouenientes proueniente prouenientem prouenientis preuenientes prouenienties
328,deforciantem deforciantes deforcientem defortiantem deforciante diforciantem
329,laudantibus laudentibus landantibus
330,colecestrie colecestria colcestrie colecestre colocestrie
331,asignatorum signatorum asingnatorum asignatarum asignaturum
332,pertinebat pertinebant
333,hereditatis hereditates hereditati hereditaris hereditatio
334,uenerabilium venerabilium uenerabilum uenerabilimum
335,predecesor predecesore predecesori predecessor predecesors
336,receperunt preceperunt
337,constituta constitutam constitutas
338,pontefracto pontefracti pontefrato
339,genitricis genitriscis
340,sustinebunt sustinebant sustinebint
341,recompensationem recompensatione reconpensationem recumpensationem
342,proprietatem proprietate proprietates propietatem proprietatum
343,deliberatione deliberationem deliberationes
344,cisterciensis cisterciensi cistercienses cisterciencis cistertiensis cistersiensis sisterciensis cistercensis citerciensis cisterciensie
345,considerantes considerante considerentes
346,turonensium tironensium
347,londoniensis lundoniensis londoniensi londiniensis londonienses londeniensis
348,asumptionis asumpsionis asumtionis
349,subiectionis subiectioni subieccionis subiectiones
350,acquietabunt adquietabunt aquietabunt atquietabunt acquitabunt
351,constructione constructionem construccione constructioni constuctione construcione contructione
352,continentem continentes continente contingentem continenter continentum
353,prestatione prestationem prestationes prestationi prestitione
354,contingeret contingere contingerit contigeret contineret contingerent cuntingeret
355,cluniacensibus clugniacensibus
356,instituise instituiset
357,dinoscuntur dignoscuntur dinoscantur disnoscuntur dinoscunter
358,ordinauimus ordinabimus
359,uniuersorum universorum uniuersarum vniuersorum
360,emendauerit emendaverit emendauerint emendaueris emendauerat emendaferit emendauerim
361,procurationem procuratione procurationes procurationum
362,predecesoribus predecessoribus predecesoribis predicesoribus predescesoribus
363,interposita interposito interpositam interpositas interposite interpositi interponita
364,molendinario molendinarii molendinarios molendinaria
365,appellatur appellantur
366,requisitus irequisitus
367,retentione retentionem retentiones
368,prenominatum prenominatus prenominatam prenominatur prenominarum prenominatim
369,iurisdictionem iurisdictione iuridictionem iurisdictiones iurisdictionum iurisditionem
370,pertinentium pertinencium pertinentiam
371,procuratoris procuratores procuratori procuratorio procuratorii procuratoriis procuratorias procuratoria procurators procuratorie
372,purificationem purificatione purificationes purificationum puriticationem
373,mediantibus meditantibus
374,warantizatione warantizationem warentizatione warantisatione uarantizatione warantizationi garantizatione
375,stabilitate stabilitatem stabilitati stabilitare
376,facultates faculatates
377,adiacentibus adjacentibus adiacentibis
378,fideiusores fideiusorem fideiiusores fideiusoris fideiusore fideiussores
379,protectione protectionem protectioni proteccione profectione
380,integritate integritatem
381,anatematis anathematis
382,censeantur censebantur
383,elemosinas eleemosinas helemosinas
384,respondere responderet
385,administrationem administratione administrationum aministrationem admininstrationem
386,tesaurarii tesaurariis thesaurarii teshaurarii
387,posidebant possidebant
388,celerarius cellerarius
389,incorigibilis incorigibiles
390,persoluendis persoluendos persoluendas persoluendi persoluandis
391,kingestone kinggestone
392,completorum completorium conpletorum
393,lancastrie lanecastrie
394,hospitalitatis hospitalitati hospitalitates ospitalitatis
395,uendiderunt uendiderint uendiderant vendiderunt
396,contingentibus continentibus
397,prouenientium prouenientum preuenientium prouenentium prouenientius pruuenientium
398,famulantibus famulatibus
399,conseruare conseruaret conseruarem
400,posidebunt possidebunt
401,rationabilem rationabile rationabiles rationabiliem
402,instrumentis instrumenti instruments
403,auctoritatis autoritatis auctoritati auctoritates actoritatis
404,dignitatem dingnitatem
405,renunciantes renuntiantes renunciante renonciantes
406,westmonasterii westmonasterio westmonesterii westmonasteriio
407,unusquisque uniusquisque
408,subiectione subiectionem subjectione subiectioni subieccione subiectiones subtectione
409,obseruationem obseruatione obseruationam obseruactionem obseruationes
410,comunicantium comunicanium
411,euangeliis euuangeliis euangelicis euaungeliis
412,confesoris confessoris
413,confirmandam confirmandum confirmanda confirmandas
414,wigorniensis wigornensis wigorniensi wigornienses wygorniensis
415,significamus singnificamus
416,reprimendam reprimendum reprimandam deprimendam
417,subscriptis subscriptas subscriptos subscripti subscriptio subscripis supscriptis subscriptus suscriptis
418,aquitanorum acquitanorum aquitaniorum
419,percipiendum percipiendam percipendum
420,paternitati paternitatis paternitate
421,defensione defensionem defensiones
422,proprietatis proprietates proprietalis
423,glecestrie glencestrie glecestorie
424,supradictorum supradictarum supradictorue
425,eclesiasticis eclesiasticas eclesiastici ecclesiasticis eclesiasticos eclesiasticus eclesiastices eclesiaticis
426,dorobernensis dorobornensis dorouernensis dorobernensi dorovernensis dorbernensis doroberniensis doroburnensis dorobernensisu
427,interdicti interdictis
428,aduocationis aduocationes
429,confidentes confitentes confidenter confidentem
430,regulariter iregulariter
431,quantitatem quantitate quantitatum quantitater quantitates
432,perseuerans perseuerant perseverans
433,teritorium territorium
434,impetratis impetratris impetrastis impetrantis
435,executoribus cexecutoribus exequtoribus exsecutoribus
436,pontificis pontificiis
437,confirmatum confirmatam confirmatus confirmatur confirmatu
438,emendationem emendatione emendationes emundationem emendationum emendacionem
439,obligatione obligationem obligationes obligationi
440,necesariis necessariis nescesariis
441,qualitercumque qualitercunque
442,patronorum patroniorum
443,andegauorum andecauorum
444,benefitiorum beneficiorum benefitioum benefitorum
445,persoluere persolueret persoluerem
446,presentauit presentabit presentaui
447,uidentibus euidentibus
448,celsitudini celsitudinis celsitudine celcitudini selsitudini
449,anunciationis anuntiationis anunciationi anuciationis
450,censualibus consualibus
451,eclesiastico eclesiastica eclesiastice eclesiastici eclesiasticos ecclesiastico eclesiastic
452,rediderunt crediderunt reddiderunt
453,salopesberie salopesberia salopesburie salopesbirie salopsberie
454,quitauimus quictauimus quietauimus
455,posterorum posteriorum
456,gubernator gubernatore gubernatori
457,procuratoribus proacuratoribus
458,dispositionem dispositione disposicionem disposationem
459,institutionem institutione institutiones institutionum
460,rotomagensis rotomagensi rotomagenses rotomogensis rhotomagensis
461,ceterarumque ceterorumque
462,solicitudine solicitudinem solicitudini solicitudines sollicitudine
463,octuagesimo octagesimo octuageximo octuogesimo octuagessimo octuaiesimo octoagesimo
464,concurente concurentes concurrente
465,instituimus instituemus iustituimus institimus instituamus
466,sacrosancte sacrosancta sacrosancti sacrosancto sancrosancte sacrosante
467,festiuitate festiuitatem festiuitates festiuitati fertiuitate festivitate
468,obseruetur obseruentur
469,colationem collationem colpationem
470,presentare presentaret
471,arcidiaconalia arcidiaconali arcidiaconalis arcidiaconialia
472,percipiendi percipiendis percipienda percipiendo percipiend percipiende
473,quibuslibet quibuslisbet
474,ministrorum sinistrorum
475,largitione largitionem largitiones
476,excelencia excelenciam
477,contulerunt contulerint contulerant consulerunt
478,consignavi consignavit
479,castelione castelionem
480,impetrandis inpetrandis impetrandi impetrandas impetrantis
481,executorum cexecutorum exsecutorum
482,utilitatibus hutilitatibus vtilitatibus
483,concorditer concordites eoncorditer
484,couentrensis couentrensi conuentrensis couintrensis couentrenses couentriensis couuentrensis
485,solutionis solutioneis
486,dampnabiliter damnabiliter damnpnabiliter
487,successorum successorem succesorum
488,prescriptum prescriptam rescriptum prescriptus proscriptum
489,consolidaui consolidavi consolidari
490,difinitiuam difinitiua definitiuam difinitiuas difinitiuum difinitiam
491,corboliensis corboliensi gorboliensis
492,apostolici apostolicis
493,construere construeret construerem
494,sacerdotum sacerdotium
495,consideratione considerationem considerationi
496,principali principalis principalia
497,firmauerunt firmaverunt afirmauerunt firmauerant firmauerint formauerunt
498,ascensionis ascentionis asensionis ascenstionis
499,clamauimus aclamauimus
500,traditione traditionem traditiones tradictione
501,diligentius diligentibus diligencius
502,celsitudinem celsitudine
503,districtionem districtiones districtione distractionem districtionum destrictionem distritionem distructionem
504,conuentionibus contentionibus
505,reuerencia reuerenciam
506,translationis translationi
507,ministrabit ministrauit ministrabat aministrabit
508,pontificum pontificium
509,suprascripta suprascriptam suprascripto suprascripti suprascripte suprascriptas
510,contentione conuentione contentiones contentionem contentiose contentioni contemtione
511,subscriptorum subscriptarum
512,molendinarius molendinarium molendinarios molendinariis molendenarius moliendinarius molendinerius
513,resignauit resingnauit
514,recipiendum recipiendam recipiendus precipiendum recapiendum
515,compromisum compromisam
516,multiplicatam multiplicata multiplicatas
517,forestarii forestariis fosrestarii
518,marescalus marescalcus marescaldus
519,precentoris precentori preceptoris precentorie precentoria precentores
520,aquilonari aquilonaris aquilionari
521,restitutionem restitutione destitutionem restitutiones restituitionem restitntionem
522,parocianos paraocianos
523,excomunicatos excomunicatus excomunicatis excomunicato
524,restauratione restaurationem restauracione restaurationes
525,coroboramus coroboremus corroboramus coroboratus
526,asignationem asignatione asignationes asingnationem signationem asgnationem
527,permutationis permutationes permutationi
528,cicestrensis cicestrensi cicestriensis
529,prepositura prepositure preposituram preposituras propositura
530,beluacensis beluacensi beluacenses beluacencis
531,prebendarum prebendarium
532,substituendis substituendi substituendus sustituendis
533,amicabilis amicabilius
534,consentiens consenciens consensiens consentient consenties
535,presidente presidentes prescidente
536,descendendo decendendo desendendo
537,septimanis septimaniis
538,cirograpato cirografato cirograpati cirograpata cirograpate cirografpato cirogropato cirograpfato
539,cristianos christianos
540,suesionensis suesionensi suesonensis
541,remisionem remissionem
542,reuertatur reuertantur
543,arciepiscopatus arciepiscopatu arciepiscopatum archiepiscopatus arciepiscopatui arcepiscopatus
544,soluendorum soluendarum
545,indulgentiam indulgentia indulgenciam indulgentias
546,consenserunt consenserint conseserunt consenserant consenseruut concenserunt
547,estimationem estimatione extimationem estimationes estimacionem astimationem testimationem
548,interdicto interdictos
549,malmesburia malmesburie malmesburiam malmesberia malmesburi malmesbiria
550,comorantibus commorantibus
551,propinquiores propinquiorem propinquiore propinquioris propinquiones proprinquiores
552,contingente continente contingentem contingentes contingent contingenti contigente continginte
553,pontiniaci pontigniaci
554,reparationem reparatione reparationes reparacionem reperationem separationem reparationum
555,consideratum consideratur consideratus
556,comunicato comunicatio
557,presentationis presentationi presentationes presentations
558,obligauerunt obligauerint obligauerant
559,archiepiscopi arciepiscopi archiepiscopo archiepiscopis archiepiscops archiepiscope
560,consentiente consentientes consenciente consentientem consentient conscentiente
561,elemosinis helemosinis eleemosinis elemosiniis
562,dilectionem dilectione dilectiones diletionem dilectionom
563,anunciationem anuntiationem anunciatione
564,oficialibus ofitialibus officialibus
565,teritoriis territoriis teritoriiis
566,conditionis conditiones conditioni condicionis
567,inquietare inquietaret inquietarer
568,utensilibus vtensilibus ustensilibus utenssilibus
569,intentione intentionem intentiones
570,impedimentum inpedimentum
571,infirmitate infirmitatem infirmitati infirmitates
572,exceptione exceptiones exceptionem
573,constabularius constabularium constabulariis constabularios conestabularius constabilarius
574,resignationem resignatione resingnationem resignantionem resignationes
575,autisiodori autisiodoro autisiodor altisiodori autisiodora atisiodori autisodori
576,detrimentum detrementum
577,cognouimus congnouimus
578,confectionem confectione
579,constructa constructam constructas
580,conceserit conceserint concesserit
581,inteleximus interleximus inteliximus
582,warantizauit warantizabit warentizauit
583,possessionem possessiones possessione possessionum possesionem
584,temeritate temeritatem
585,multipliciter mutipliciter
